"","x"
"1",0.730786242667974
"2",7.8103730315763e-05
"3",0.013346108727604
"4",100.257151289928
"5",215.420502245326
"6",4.38243549399661
"7",0.0358714060700835
"8",0.00735635669499066
"9",7.53062460704841
"10",8.74623681566362
"11",0.252422335684101
"12",6.59976420521194e-05
"13",0.541426731217554
"14",0.115592199907554
"15",0.0886070106620232
